address,full_address,HDB_latitude,HDB_longitude,Nearest_MRT_ID,Nearest_MRT,MRT_latitude,MRT_longitude,Nearest_bus_stop_ID,Nearest_bus_stop,bus_stop_latitude,bus_stop_longitude,Distance_m_Nearest_MRT,Distance_m_Nearest_bus_stop
22 ST. GEORGE'S RD,22 SAINT GEORGE'S ROAD SAINT GEORGE'S EAST GARDENS SINGAPORE 321022,1.325204757,103.8624453,NE9,BOON KENG MRT STATION,1.319383907,103.8616242,60251,BLK 15,1.32450918,103.8615552,650.0941733,125.4119591
103 TOWNER RD,103 TOWNER ROAD SINGAPORE 322103,1.320643815,103.8616341,NE9,BOON KENG MRT STATION,1.319383907,103.8616242,60121,BOON KENG STN/BLK 102,1.32008815,103.8617978,139.3185137,64.08692624
48 DORSET RD,48 DORSET ROAD DORSET VIEW SINGAPORE 210048,1.31424121,103.8506228,NE8,FARRER PARK MRT STATION,1.312603864,103.854361,50321,AFT GLOUCESTER RD,1.3136845,103.8508308,453.7140247,65.76625716
105 JLN RAJAH,105 JALAN RAJAH PCF SPARKLETOTS PRESCHOOL @ WHAMPOA 105 (CC) SINGAPORE 320105,1.3285791,103.8538725,NS19,TOA PAYOH MRT STATION,1.332462875,103.8475893,52411,BLK 105,1.3283005,103.853806,820.5994806,31.68265862
65 MARINE DR,65 MARINE DRIVE MARINE DRIVE GARDENS SINGAPORE 440065,1.303405476,103.9097344,TE26,MARINE PARADE MRT STATION,1.303165959,103.9057798,92051,MARINE PDE STN EXIT 4,1.30461834,103.907833,440.9070978,250.5316522
57 MARINE TER,57 MARINE TERRACE MARINE TERRACE HAVEN SINGAPORE 440057,1.306512573,103.9154848,TE27,MARINE TERRACE MRT STATION,1.306560346,103.9148542,92079,MARINE TERR STN EXIT 1,1.30685278,103.9157436,70.37847016,47.37823441
8 MARINE TER,8 MARINE TERRACE MARINE TERRACE WALK SINGAPORE 440008,1.304364656,103.9161086,TE27,MARINE TERRACE MRT STATION,1.306560346,103.9148542,92229,BLK 53,1.304952,103.916022,280.0626794,65.65669579
45 MARINE CRES,45 MARINE CRESCENT MARINE CRESCENT GARDENS SINGAPORE 440045,1.304550236,103.9124555,TE27,MARINE TERRACE MRT STATION,1.306560346,103.9148542,92239,BLK 45,1.30438002,103.9126611,347.3714279,29.62787911
60 MARINE DR,60 MARINE DRIVE MARINE DRIVE GARDENS SINGAPORE 440060,1.303389822,103.9085535,TE26,MARINE PARADE MRT STATION,1.303165959,103.9057798,92059,MARINE PDE STN EXIT 6,1.30408611,103.9075331,309.6784356,137.2039221
63 MARINE DR,63 MARINE DRIVE MARINE DRIVE GARDENS SINGAPORE 440063,1.302380702,103.9092389,TE26,MARINE PARADE MRT STATION,1.303165959,103.9057798,92059,MARINE PDE STN EXIT 6,1.30408611,103.9075331,394.6371841,267.5846289
18 MARINE TER,18 MARINE TERRACE MARINE TERRACE BREEZE SINGAPORE 440018,1.303208583,103.9143008,TE27,MARINE TERRACE MRT STATION,1.306560346,103.9148542,92191,OPP CP C3,1.30244833,103.9147118,375.7031061,95.70318673
44 MARINE CRES,44 MARINE CRESCENT MARINE CRESCENT GARDENS SINGAPORE 440044,1.304733486,103.913088,TE27,MARINE TERRACE MRT STATION,1.306560346,103.9148542,92239,BLK 45,1.30438002,103.9126611,281.8553922,61.52072515
2 MARINE TER,2 MARINE TERRACE MARINE TERRACE WALK SINGAPORE 440002,1.304467615,103.9181741,TE27,MARINE TERRACE MRT STATION,1.306560346,103.9148542,93181,OPP CP C4,1.30333972,103.9179328,435.9573282,127.5759702
84 C'WEALTH CL,84 COMMONWEALTH CLOSE COMMONWEALTH HEIGHTS SINGAPORE 140084,1.303636046,103.7994617,EW20,COMMONWEALTH MRT STATION,1.302474293,103.7982816,11429,OPP BLK 115B,1.30454,103.7983633,183.71408,157.902427
81 C'WEALTH CL,81 COMMONWEALTH CLOSE COMMONWEALTH HEIGHTS SINGAPORE 140081,1.303787444,103.8003853,EW20,COMMONWEALTH MRT STATION,1.302474293,103.7982816,11061,OPP QUEENSWAY SEC SCH,1.30265777,103.8011869,275.4938911,153.5016212
1 DOVER RD,1 DOVER ROAD DOVER COMMUNITY CENTRE SINGAPORE 130001,1.302529947,103.7832717,CC23,ONE-NORTH MRT STATION,1.299735993,103.7874454,19081,OPP ACS BOARDING SCH,1.30256972,103.7828247,557.8533175,49.93884307
20 DOVER CRES,20 DOVER CRESCENT DOVER VILLE SINGAPORE 130020,1.306722574,103.7835241,EW21,BUONA VISTA MRT STATION,1.307265809,103.790017,19011,BLK 19A CP,1.30781638,103.7842367,725.0919029,144.6270392
11 GHIM MOH RD,11001 (BUS STOP),1.311061664,103.7891177,EW21,BUONA VISTA MRT STATION,1.307265809,103.790017,11001,OPPOSITE GHIM MOH TERMINAL,1.31106166,103.7891177,431.4936305,0.005582079
153 MEI LING ST,153 MEI LING STREET MEILING HEIGHTS SINGAPORE 140153,1.293814453,103.8031379,EW19,QUEENSTOWN MRT STATION,1.294814558,103.8059227,11599,BLK 153,1.29420805,103.8031489,329.0626376,43.53907767
157 MEI LING ST,157 MEI LING STREET MEILING HEIGHTS SINGAPORE 140157,1.293111932,103.8037302,EW19,QUEENSTOWN MRT STATION,1.294814558,103.8059227,11589,BLK 157,1.29299188,103.8040052,308.194251,33.36411473
167 STIRLING RD,167 STIRLING ROAD SINGAPORE 140167,1.29003093,103.8026043,EW19,QUEENSTOWN MRT STATION,1.294814558,103.8059227,11029,BLK 166/AFT MEI CHIN RD,1.29013472,103.8020211,645.11725,65.91092118
32 HOLLAND CL,32 HOLLAND CLOSE SINGAPORE 270032,1.306184893,103.7968812,EW20,COMMONWEALTH MRT STATION,1.302474293,103.7982816,11429,OPP BLK 115B,1.30454,103.7983633,438.9021012,245.5389377
31 HOLLAND CL,31 HOLLAND CLOSE SINGAPORE 270031,1.306975268,103.7970803,EW20,COMMONWEALTH MRT STATION,1.302474293,103.7982816,11429,OPP BLK 115B,1.30454,103.7983633,515.338678,304.7953568
17 HOLLAND DR,17 HOLLAND GROVE DRIVE SINGAPORE 278864,1.313780913,103.7826963,EW22,DOVER MRT STATION,1.311454751,103.7785844,12141,OPP HENRY PK,1.31574389,103.7823915,524.9488922,219.6898273
41 HOLLAND DR,41 HOLLAND DRIVE SINGAPORE 270041,1.307620049,103.7934635,CC22,BUONA VISTA MRT STATION,1.306634504,103.7907094,11381,BLK 10A,1.30841137,103.7932829,325.3024123,89.77795115
90 C'WEALTH DR,90 COMMONWEALTH DRIVE COMMONWEALTH 16 SINGAPORE 140090,1.30542326,103.7996746,EW20,COMMONWEALTH MRT STATION,1.302474293,103.7982816,11439,BLK 92,1.30606472,103.8002978,361.0580732,99.20091147
108 C'WEALTH CRES,108 COMMONWEALTH CRESCENT SINGAPORE 140108,1.30754732,103.7990886,EW20,COMMONWEALTH MRT STATION,1.302474293,103.7982816,11439,BLK 92,1.30606472,103.8002978,568.0934368,212.0959355
97 C'WEALTH CRES,97 COMMONWEALTH CRESCENT CRESCENT VIEW SINGAPORE 140097,1.306160472,103.8014957,EW20,COMMONWEALTH MRT STATION,1.302474293,103.7982816,11071,BLK 97,1.30621305,103.8017094,542.2968811,24.48745255
26 DOVER CRES,26 DOVER CRESCENT DOVER GARDENS SINGAPORE 130026,1.305913876,103.7815667,EW22,DOVER MRT STATION,1.311454751,103.7785844,19071,OPP ACS INDEPENDENT,1.30532,103.78101,696.8052549,90.28148928
1 LOR LEW LIAN,1 LORONG LEW LIAN LEW LIAN GARDENS SINGAPORE 531001,1.350867126,103.8753439,NE12,SERANGOON MRT STATION,1.349697581,103.8735369,62141,OPP BLK 1,1.35149112,103.8751519,239.0920373,72.22957072
106 SERANGOON NTH AVE 1,106 SERANGOON NORTH AVENUE 1 HWI YOH COURT SINGAPORE 550106,1.370244621,103.870823,NE13,KOVAN MRT STATION,1.36010958,103.8848699,66339,BLK 101,1.37125183,103.8705581,1923.456763,115.2091142
303 SERANGOON AVE 2,303 SERANGOON AVENUE 2 CHUAN VILLAGE SINGAPORE 550303,1.353493566,103.8670455,CC14,LORONG CHUAN MRT STATION,1.351639277,103.8639457,66369,BLK 238,1.35355301,103.8682257,401.3061638,131.5094432
225 SERANGOON AVE 4,225 SERANGOON AVENUE 4 BOUNDARY VILLE SINGAPORE 550225,1.35673481,103.8701137,CC13,SERANGOON MRT STATION,1.350675325,103.8729966,66041,BLK 230,1.35572303,103.8697219,742.8798856,120.0724273
223 SERANGOON AVE 4,223 SERANGOON AVENUE 4 BOUNDARY VILLE SINGAPORE 550223,1.357561514,103.8706103,CC13,SERANGOON MRT STATION,1.350675325,103.8729966,66041,BLK 230,1.35572303,103.8697219,806.4221488,226.0553855
217 SERANGOON AVE 4,217 SERANGOON AVENUE 4 SINGAPORE 550217,1.357635048,103.8720908,CC13,SERANGOON MRT STATION,1.350675325,103.8729966,63361,OPP S'GOON SPORTS CPLX,1.35744648,103.8738399,776.1447499,195.7626642
219 SERANGOON AVE 4,219 SERANGOON AVENUE 4 SINGAPORE 550219,1.358358825,103.872182,CC13,SERANGOON MRT STATION,1.350675325,103.8729966,63361,OPP S'GOON SPORTS CPLX,1.35744648,103.8738399,854.4251741,210.2792175
226 SERANGOON AVE 4,226 SERANGOON AVENUE 4 BOUNDARY VILLE SINGAPORE 550226,1.3568225,103.870857,CC13,SERANGOON MRT STATION,1.350675325,103.8729966,66051,OPP BLK 257,1.35585499,103.8719619,720.223261,162.98784
224 SERANGOON AVE 4,224 SERANGOON AVENUE 4 BOUNDARY VILLE SINGAPORE 550224,1.35720575,103.8708313,CC13,SERANGOON MRT STATION,1.350675325,103.8729966,66051,OPP BLK 257,1.35585499,103.8719619,761.247694,195.2942037
113 SERANGOON NTH AVE 1,113 SERANGOON NORTH AVENUE 1 HWI YOH VILLE SINGAPORE 550113,1.368776829,103.8704749,NE13,KOVAN MRT STATION,1.36010958,103.8848699,66309,BLK 112,1.36927306,103.8719488,1866.781577,172.96273
111 SERANGOON NTH AVE 1,111 SERANGOON NORTH AVENUE 1 HWI YOH VILLE SINGAPORE 550111,1.369047313,103.870584,NE13,KOVAN MRT STATION,1.36010958,103.8848699,66309,BLK 112,1.36927306,103.8719488,1871.988706,153.9243963
230 SERANGOON AVE 4,230 SERANGOON AVENUE 4 BOUNDARY VILLE SINGAPORE 550230,1.355949453,103.869581,CC13,SERANGOON MRT STATION,1.350675325,103.8729966,66041,BLK 230,1.35572303,103.8697219,696.1288704,29.54413232
304 SERANGOON AVE 2,304 SERANGOON AVENUE 2 CHUAN VILLAGE SINGAPORE 550304,1.353813453,103.867773,CC14,LORONG CHUAN MRT STATION,1.351639277,103.8639457,66369,BLK 238,1.35355301,103.8682257,489.0985278,58.03237397
309 SERANGOON AVE 2,309 SERANGOON AVENUE 2 SINGAPORE 550309,1.353805653,103.8652141,CC14,LORONG CHUAN MRT STATION,1.351639277,103.8639457,66031,CARDIFF RESIDENCE,1.3546564,103.8657236,278.0438923,109.8406672
312 SERANGOON AVE 2,312 SERANGOON AVENUE 2 SINGAPORE 550312,1.353288108,103.8657964,CC14,LORONG CHUAN MRT STATION,1.351639277,103.8639457,66031,CARDIFF RESIDENCE,1.3546564,103.8657236,275.0648398,151.5152717
125 SERANGOON NTH AVE 1,125 SERANGOON NORTH AVENUE 1 SINGAPORE 550125,1.366450633,103.8721108,NE13,KOVAN MRT STATION,1.36010958,103.8848699,66329,BLK 126,1.36602172,103.8722864,1583.618884,51.29455796
318 SERANGOON AVE 2,318 SERANGOON AVENUE 2 CHUAN VILLAGE SINGAPORE 550318,1.352840462,103.8671648,CC14,LORONG CHUAN MRT STATION,1.351639277,103.8639457,66361,BLK 319,1.35258501,103.8682485,382.0785998,123.8671965
104 TAMPINES ST 11,104 TAMPINES STREET 11 SINGAPORE 520104,1.347205767,103.9466418,EW2,TAMPINES MRT STATION,1.353288516,103.9451612,76079,BLK 101,1.34794388,103.945635,692.488534,138.6200889
207 TAMPINES ST 21,207 TAMPINES STREET 21 SINGAPORE 520207,1.351362712,103.9522262,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,76091,BLK 206,1.350729,103.9527845,596.9458909,93.65160527
814 TAMPINES ST 81,814 TAMPINES STREET 81 TAMPINES POLYVIEW SINGAPORE 520814,1.347283604,103.9365539,DT31,TAMPINES WEST MRT STATION,1.345538958,103.9384779,75079,BLK 819,1.34858249,103.9370122,288.2068425,152.4100636
283 TAMPINES ST 22,283 TAMPINES STREET 22 SINGAPORE 520283,1.348629557,103.9528535,EW3,SIMEI MRT STATION,1.343141206,103.9534236,76301,BLK 283,1.34907001,103.9535439,610.1812715,90.96559028
297 TAMPINES ST 22,297 TAMPINES STREET 22 SINGAPORE 520297,1.351149909,103.9547925,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,76109,BLK 302,1.35296639,103.9551185,548.2375611,204.1064811
212 TAMPINES ST 23,212 TAMPINES STREET 23 SINGAPORE 520212,1.354434163,103.9544048,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,76031,TAMPINES EAST STN EXIT B,1.355076,103.955299,189.8308714,122.2291999
218 TAMPINES ST 24,218 TAMPINES STREET 24 SINGAPORE 520218,1.354435501,103.9522862,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,76189,OPP BLK 216,1.3537,103.9527961,333.8728691,99.16893142
221 TAMPINES ST 24,221 TAMPINES STREET 24 SINGAPORE 521221,1.355160562,103.9523611,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,76229,OPP TAMPINES EAST STN,1.356135,103.953494,289.2762789,165.8480469
450 TAMPINES ST 42,450 TAMPINES STREET 42 SINGAPORE 520450,1.35742126,103.9516613,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,76211,BLK 449,1.35675694,103.9509319,376.6411985,109.4766462
848 TAMPINES ST 82,848 TAMPINES STREET 82 TAMPINES VILLE SINGAPORE 520848,1.352475829,103.9360574,DT31,TAMPINES WEST MRT STATION,1.345538958,103.9384779,76049,OPP BLK 842C,1.35117888,103.9363361,812.9691409,146.7256965
228 TAMPINES ST 23,228 TAMPINES STREET 23 SINGAPORE 521228,1.355603532,103.9546521,DT33,TAMPINES EAST MRT STATION,1.356107967,103.954784,76031,TAMPINES EAST STN EXIT B,1.355076,103.955299,57.67703323,92.65812494
831 TAMPINES ST 83,831 TAMPINES STREET 83 TAMPINES PALMWALK SINGAPORE 520831,1.350362805,103.9345545,DT31,TAMPINES WEST MRT STATION,1.345538958,103.9384779,75081,BLK 831,1.34986941,103.9342674,689.3171675,63.22567902
103 TAMPINES ST 11,103 TAMPINES STREET 11 SINGAPORE 520103,1.347696625,103.9462299,EW2,TAMPINES MRT STATION,1.353288516,103.9451612,76079,BLK 101,1.34794388,103.945635,629.6573595,71.62883205
109 TAMPINES ST 11,109 TAMPINES STREET 11 SINGAPORE 521109,1.347407807,103.9488118,EW3,SIMEI MRT STATION,1.343141206,103.9534236,76329,BLK 125,1.34644501,103.9498962,697.1322649,160.9312449
281 TAMPINES ST 22,281 TAMPINES STREET 22 SINGAPORE 520281,1.347177014,103.9525872,EW3,SIMEI MRT STATION,1.343141206,103.9534236,76301,BLK 283,1.34907001,103.9535439,455.8633497,234.8379888
273 TAMPINES ST 22,273 TAMPINES STREET 22 SINGAPORE 520273,1.348687161,103.9504503,EW3,SIMEI MRT STATION,1.343141206,103.9534236,76291,OPP BLK 273,1.34883304,103.9512076,696.8208297,85.80881678
240 TAMPINES ST 21,240 TAMPINES STREET 21 SINGAPORE 520240,1.35500407,103.9471214,EW2,TAMPINES MRT STATION,1.353288516,103.9451612,76159,OPP BLK 237,1.35517831,103.9472015,289.0909031,21.22837947
916 TAMPINES ST 91,916 TAMPINES STREET 91 TAMPINES PALMSVILLE SINGAPORE 520916,1.348631074,103.9402904,DT31,TAMPINES WEST MRT STATION,1.345538958,103.9384779,76061,BLK 938,1.34820194,103.9418981,396.976214,185.09916
902 TAMPINES AVE 4,902 TAMPINES AVENUE 4 TAMPINES PALMSVILLE SINGAPORE 520902,1.351280364,103.9391952,DT32,TAMPINES MRT STATION,1.355261731,103.9430226,76111,BLK 945,1.35157455,103.9402339,612.5689623,120.0822493
921 TAMPINES ST 91,921 TAMPINES STREET 91 TAMPINES PALMSVILLE SINGAPORE 520921,1.348291673,103.9407447,DT31,TAMPINES WEST MRT STATION,1.345538958,103.9384779,76061,BLK 938,1.34820194,103.9418981,395.3326743,128.7379646
934 TAMPINES ST 91,934 TAMPINES STREET 91 TAMPINES PALMSPRING SINGAPORE 520934,1.345334108,103.9401221,DT31,TAMPINES WEST MRT STATION,1.345538958,103.9384779,75051,TAMPINES WEST STN EXIT B,1.34503394,103.9400815,184.3780531,33.49672391
268 TAMPINES ST 21,268 TAMPINES STREET 21 SINGAPORE 520268,1.351390288,103.9478975,EW2,TAMPINES MRT STATION,1.353288516,103.9451612,76169,BLK 248,1.35245305,103.9474517,369.8492324,127.5600633
805 TAMPINES AVE 4,805 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520805,1.346115458,103.9374085,DT31,TAMPINES WEST MRT STATION,1.345538958,103.9384779,75229,TEMASEK POLY EAST G,1.34499782,103.9367661,135.0095117,142.772949
833 TAMPINES ST 83,833 TAMPINES STREET 83 TAMPINES PALMWALK SINGAPORE 520833,1.350689363,103.9339915,DT31,TAMPINES WEST MRT STATION,1.345538958,103.9384779,75201,BLK 835,1.350785,103.9335338,757.3793225,52.02630428
804 TAMPINES AVE 4,804 TAMPINES AVENUE 4 TAMPINES POLYVIEW SINGAPORE 520804,1.34574957,103.9373716,DT31,TAMPINES WEST MRT STATION,1.345538958,103.9384779,75229,TEMASEK POLY EAST G,1.34499782,103.9367661,125.3022017,107.0084855
114 TAMPINES ST 11,114 TAMPINES STREET 11 SINGAPORE 521114,1.345971625,103.94676,EW3,SIMEI MRT STATION,1.343141206,103.9534236,76339,OPP TAMPINES CHANGKAT CC,1.34547166,103.9469842,804.9233441,60.65149168
162 TAMPINES ST 12,162 TAMPINES STREET 12 SINGAPORE 521162,1.349904964,103.9471398,EW2,TAMPINES MRT STATION,1.353288516,103.9451612,76089,THE HOLY TRINITY CH,1.34916805,103.9492339,434.1242864,246.8823588
903 TAMPINES AVE 4,903 TAMPINES AVENUE 4 TAMPINES PALMSVILLE SINGAPORE 520903,1.350976363,103.9397611,DT32,TAMPINES MRT STATION,1.355261731,103.9430226,76111,BLK 945,1.35157455,103.9402339,596.8948476,84.51816815
932 TAMPINES ST 91,932 TAMPINES STREET 91 TAMPINES PALMSPRING SINGAPORE 520932,1.34560021,103.9394413,DT31,TAMPINES WEST MRT STATION,1.345538958,103.9384779,75051,TAMPINES WEST STN EXIT B,1.34503394,103.9400815,107.4295359,94.85415814
151 TAMPINES ST 12,151 TAMPINES STREET 12 SINGAPORE 521151,1.351400474,103.9437934,EW2,TAMPINES MRT STATION,1.353288516,103.9451612,76139,OPP CENTURY SQ,1.35162691,103.9438501,258.3719504,25.82075204
147 TAMPINES AVE 5,147 TAMPINES AVENUE 5 SINGAPORE 521147,1.349232388,103.942181,EW2,TAMPINES MRT STATION,1.353288516,103.9451612,76069,BLK 147,1.34875342,103.9420863,557.8151235,54.00047242
51 LOR 6 TOA PAYOH,51 LORONG 6 TOA PAYOH EAST PAYOH PALM SINGAPORE 310051,1.337783376,103.8525075,NS18,BRADDELL MRT STATION,1.340158424,103.8467469,52299,BLK 50,1.33715967,103.8523193,692.7986785,72.07711838
109 LOR 1 TOA PAYOH,109 LORONG 1 TOA PAYOH TOA PAYOH NORTH SINGAPORE 310109,1.341237271,103.8462025,NS18,BRADDELL MRT STATION,1.340158424,103.8467469,52161,BRADDELL STN/BLK 111,1.3409383,103.8454065,133.7966975,94.55886112
117 LOR 1 TOA PAYOH,117 LORONG 1 TOA PAYOH TOA PAYOH VIEW SINGAPORE 310117,1.340020636,103.8454138,NS18,BRADDELL MRT STATION,1.340158424,103.8467469,52169,BLK 117,1.34013183,103.8446598,149.1399738,84.81029669
96 LOR 3 TOA PAYOH,96 LORONG 3 TOA PAYOH TOA PAYOH PALM SPRING SINGAPORE 310096,1.338624065,103.8483798,NS18,BRADDELL MRT STATION,1.340158424,103.8467469,52221,OPP JACKSON SQ,1.33801162,103.8482286,248.6136663,69.77945347
38 LOR 5 TOA PAYOH,38 LORONG 5 TOA PAYOH EAST PAYOH SPRING SINGAPORE 310038,1.335341002,103.8548594,NS19,TOA PAYOH MRT STATION,1.332462875,103.8475893,52349,UNITED MEDICARE CTR,1.33619305,103.8554425,869.4263993,114.4009223
125 LOR 1 TOA PAYOH,125 LORONG 1 TOA PAYOH SINGAPORE 310125,1.338331334,103.8457371,NS18,BRADDELL MRT STATION,1.340158424,103.8467469,52201,BLK 121,1.3391803,103.8465076,231.1827702,127.1415994
8 LOR 7 TOA PAYOH,8 LORONG 7 TOA PAYOH TOA PAYOH COURT SINGAPORE 310008,1.337880501,103.8566128,NS18,BRADDELL MRT STATION,1.340158424,103.8467469,52431,BLK 5,1.3383165,103.855529,1126.490185,129.8935209
79 TOA PAYOH CTRL,79E TOA PAYOH CENTRAL CENTRAL HORIZON SINGAPORE 315079,1.334727136,103.849823,NS19,TOA PAYOH MRT STATION,1.332462875,103.8475893,52239,BLK 177,1.33412194,103.8489481,352.8187159,118.1510411
157 LOR 1 TOA PAYOH,157 LORONG 1 TOA PAYOH SINGAPORE 310157,1.332206263,103.8454529,NS19,TOA PAYOH MRT STATION,1.332462875,103.8475893,52131,BLK 163,1.332205,103.8441961,239.4462746,139.868842
85C LOR 4 TOA PAYOH,85C LORONG 4 TOA PAYOH SINGAPORE 313085,1.336285709,103.8474794,NS19,TOA PAYOH MRT STATION,1.332462875,103.8475893,52199,BLK 84B,1.33547301,103.8466386,422.8863084,129.734714
174 LOR 1 TOA PAYOH,174 LORONG 1 TOA PAYOH TOA PAYOH GREEN SINGAPORE 310174,1.330672097,103.8419179,NS19,TOA PAYOH MRT STATION,1.332462875,103.8475893,52071,TRELLIS TWRS,1.32991416,103.8438184,661.500584,227.5085394
195 KIM KEAT AVE,195 KIM KEAT AVENUE ADVENTIST HOME FOR THE ELDERS SINGAPORE 310195,1.330081022,103.8583546,NE10,POTONG PASIR MRT STATION,1.331450906,103.8690528,52089,OPP BLK 195,1.3299169,103.8602737,1200.196172,214.3434782
137 POTONG PASIR AVE 3,137 POTONG PASIR AVENUE 3 SINGAPORE 350137,1.333857594,103.8658454,NE10,POTONG PASIR MRT STATION,1.331450906,103.8690528,61089,BET BLKS 138/144,1.33307165,103.865308,445.2335266,105.4937865
105 POTONG PASIR AVE 1,105 POTONG PASIR AVENUE 1 SINGAPORE 350105,1.334423732,103.8686968,NE10,POTONG PASIR MRT STATION,1.331450906,103.8690528,61011,BLK 103,1.33339279,103.869464,331.0988128,142.4271874
108 POTONG PASIR AVE 1,108 POTONG PASIR AVENUE 1 SINGAPORE 350108,1.334720043,103.8679284,NE10,POTONG PASIR MRT STATION,1.331450906,103.8690528,61009,BLK 122,1.33521166,103.8666325,382.5303918,154.1259303
115 POTONG PASIR AVE 1,115 POTONG PASIR AVENUE 1 SINGAPORE 350115,1.337269998,103.8628066,NE11,WOODLEIGH MRT STATION,1.339196264,103.8707544,61101,BLK 120,1.33560138,103.8637033,909.7896877,209.7677147
116 POTONG PASIR AVE 1,116 POTONG PASIR AVENUE 1 SINGAPORE 350116,1.336826001,103.8626133,NE10,POTONG PASIR MRT STATION,1.331450906,103.8690528,61101,BLK 120,1.33560138,103.8637033,931.0413725,181.8037223
66 LOR 4 TOA PAYOH,66 LORONG 4 TOA PAYOH TOA PAYOH VISTA SINGAPORE 310066,1.335013326,103.8517784,NS19,TOA PAYOH MRT STATION,1.332462875,103.8475893,52269,BLK 73,1.33404239,103.8514745,544.865248,112.5615985
222 LOR 8 TOA PAYOH,222 LORONG 8 TOA PAYOH SINGAPORE 310222,1.341773107,103.8560398,NS18,BRADDELL MRT STATION,1.340158424,103.8467469,52529,BEF BLK 221,1.34138861,103.8573039,1049.498122,146.9647297
219 LOR 8 TOA PAYOH,219 LORONG 8 TOA PAYOH SINGAPORE 310219,1.342764332,103.8558726,NS18,BRADDELL MRT STATION,1.340158424,103.8467469,52059,BLK 219,1.34308166,103.8563783,1055.677887,66.32132994
175 LOR 2 TOA PAYOH,175 LORONG 2 TOA PAYOH TOA PAYOH CENTRAL SINGAPORE 310175,1.333396388,103.8470538,NS19,TOA PAYOH MRT STATION,1.332462875,103.8475893,52189,TOA PAYOH STN,1.33318499,103.8467831,119.191596,38.13556276
114 POTONG PASIR AVE 1,114 POTONG PASIR AVENUE 1 SINGAPORE 350114,1.336774929,103.8633064,NE11,WOODLEIGH MRT STATION,1.339196264,103.8707544,61101,BLK 120,1.33560138,103.8637033,871.0517472,137.0781377
11 JOO SENG RD,11 JOO SENG ROAD SINGAPORE 360011,1.33500895,103.8807063,CC11,TAI SENG MRT STATION,1.335254984,103.8883131,70059,AFT JOO SENG RD,1.334722,103.878333,846.9937712,266.0223525
10 JOO SENG RD,10 JOO SENG ROAD SINGAPORE 360010,1.334618334,103.880165,CC11,TAI SENG MRT STATION,1.335254984,103.8883131,70059,AFT JOO SENG RD,1.334722,103.878333,909.5262915,204.204332
223 LOR 8 TOA PAYOH,223 LORONG 8 TOA PAYOH SINGAPORE 310223,1.341264797,103.8555528,NS18,BRADDELL MRT STATION,1.340158424,103.8467469,52371,FIRST TOA PAYOH PR SCH,1.33992964,103.8565159,987.6081025,182.4362111
230 LOR 8 TOA PAYOH,230 LORONG 8 TOA PAYOH TOA PAYOH EIGHT SINGAPORE 310230,1.338255927,103.8593031,NE11,WOODLEIGH MRT STATION,1.339196264,103.8707544,52391,OPP BLK 231,1.33765138,103.8598835,1278.641947,92.95505738
130 POTONG PASIR AVE 1,130 POTONG PASIR AVENUE 1 SINGAPORE 350130,1.334449431,103.8655637,NE10,POTONG PASIR MRT STATION,1.331450906,103.8690528,61009,BLK 122,1.33521166,103.8666325,510.5979606,145.7793605
17 MARSILING LANE,17 MARSILING LANE MARSILING GARDENS SINGAPORE 730017,1.442678231,103.7777245,TE1,WOODLANDS NORTH MRT STATION,1.448150951,103.7858214,46249,BLK 15,1.44211238,103.7787477,1085.406343,129.9216626
30 MARSILING DR,30 MARSILING DRIVE MARSILING SAPPHIRE SINGAPORE 730030,1.442559074,103.7724055,NS8,MARSILING MRT STATION,1.432634808,103.7740042,46141,BLK 32,1.44364959,103.7732952,1111.703723,156.0236501
23 MARSILING DR,23 MARSILING DRIVE MARSILING GREEN SINGAPORE 730023,1.441539758,103.7732999,NS8,MARSILING MRT STATION,1.432634808,103.7740042,46111,BLK 23,1.44132222,103.7737242,987.7790694,52.98799741
32 MARSILING DR,32 MARSILING DRIVE MARSILING SAPPHIRE SINGAPORE 730032,1.443376098,103.7729181,NS8,MARSILING MRT STATION,1.432634808,103.7740042,46141,BLK 32,1.44364959,103.7732952,1193.851919,51.72650161
145 WOODLANDS ST 13,145 WOODLANDS STREET 13 SINGAPORE 730145,1.436117867,103.7732454,NS8,MARSILING MRT STATION,1.432634808,103.7740042,46581,BLK 189B,1.43644118,103.7737964,394.28768,70.97481598
155 WOODLANDS ST 13,155 WOODLANDS STREET 13 SINGAPORE 730155,1.434734475,103.7745869,NS8,MARSILING MRT STATION,1.432634808,103.7740042,46579,BLK 154,1.43488583,103.7755225,241.056342,105.4534913
33 MARSILING DR,33 MARSILING DRIVE MARSILING SAPPHIRE SINGAPORE 730033,1.443558254,103.7720154,NS8,MARSILING MRT STATION,1.432634808,103.7740042,46141,BLK 32,1.44364959,103.7732952,1227.969489,142.7794092
